,ID_CLEAN,DESCRIPTION,Comments,ISSUED_DATE,EXPIRATION_DATE,Property_ID
352635,1300318000.0,Roofing,EPDM Roof Renovation and installation of new fixed skylight where existing skylight is and 5 roof rafter,10/13/17 14:50,4/13/18 0:00,43648.0
352721,1601699000.0,Solar Panels,"Install 4.64kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 16 total panels.",10/19/17 10:49,4/19/18 0:00,126731.0
352792,,Solar Panels,install a 5.04 kW DC solar electric system consisting of 18 solar panels onto existing roof structure.,11/3/17 13:57,5/3/18 0:00,133961.0
352793,1703232000.0,Solar Panels,install a 6.44 kW DC solar electric system consisting of 23 solar panels onto existing roof structure.,11/3/17 13:59,5/3/18 0:00,139940.0
352837,1904896000.0,Solar Panels,Install 23 roof top solar panels with monitoring equipment. Sistering on MP1,10/25/17 11:45,4/25/18 0:00,118046.0
352861,1800536005.0,Solar Panels,Installation of a safe and code compliant  grid-tied PV solar system on an existing residential roof.  21 Panels / 7.245 kW,10/24/17 12:29,4/24/18 0:00,56736.0
352884,1811142007.0,Solar Panels,Install roof mounted solar system 20 panels 5.8kW,10/19/17 12:49,4/19/18 0:00,131892.0
352898,503317000.0,Roofing,Re- seal existing gutter below mansard  replace any missing slate on mansard  repair inside corner of soffit  repair rubber flashing around skylight,11/13/17 11:23,5/13/18 0:00,10898.0
352929,2005275000.0,Solar Panels,Installation of a 6.035kW roof mounted solar array using 17 LG355Q1C-A5 modules  17 Enphase IQ6PLUS-72-2-US micro inverters  and all associated electrical work.,11/7/17 12:06,5/7/18 0:00,42303.0
352934,1805759000.0,Solar Panels,install a 6.62 kW DC solar electric system consisting of 21 solar panels onto existing roof structure.,11/13/17 14:54,5/13/18 0:00,94871.0
352957,1811978000.0,Solar Panels,Install roof mounted solar system 35 panels 10.15kW,10/19/17 12:49,4/19/18 0:00,135745.0
353115,1806284070.0,Solar Panels,Install roof mounted solar system 40 panels 11.6kW,10/19/17 12:45,4/19/18 0:00,69435.0
353116,1804289000.0,Solar Panels,install roof mounted solar system 8 panels 2.24kW,10/19/17 12:45,4/19/18 0:00,151288.0
353119,100213000.0,Renovations -Interior  NSC,I will be better sound insulating my condo. To accomplish this I will be adding another layer of drywall with green glue sound insulator in the middle. Lastly I will mud and tape  paint  and reinstall all the trim.,10/24/17 14:46,4/24/18 0:00,347155.0
353211,1903190000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216650  3KW 10 Panels,10/26/17 13:30,4/26/18 0:00,15251.0
353314,1807203000.0,Solar Panels,install roof mounted solar system 35 panels 10.15kW,10/24/17 12:37,4/24/18 0:00,151252.0
353347,1806222001.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216601  8.4KW 26 Panels,10/26/17 13:30,4/26/18 0:00,69433.0
353358,1807082000.0,Solar Panels,Install roof mounted solar pv array - 16 panels / 5.36 kW,11/8/17 15:08,5/8/18 0:00,85356.0
353395,1901077000.0,Solar Panels,25 panel solar installation on the roof,10/27/17 15:31,4/27/18 0:00,85242.0
353469,,Solar Panels,14 solar panel installation on the roof,10/30/17 15:25,4/30/18 0:00,109225.0
353557,1103418000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216646  6KW 20Panels,11/1/17 8:31,5/1/18 0:00,121528.0
353575,1904994000.0,Roofing,"Partial Re-roof on roof array that is getting solar (SF772185) -  That includes stripping the roof  installing 6' of Ice and Water shield along eaves   15# felt paper installed on the balance of the roof surface  8Ó wide aluminum drip edge along all rakes and eaves  Lifetime ( 50yr. ) ""GAF"" architectural shingles",11/1/17 14:36,5/1/18 0:00,17343.0
353577,700756000.0,Roofing,Strip existing roof  install leak barrier on perimeter  deck armor  aluminum drip edge & new asphalt roof shingles - storm nailedStrip off rubber roof from one dormer  install insulation  aluminum drip edge & new rubber roof.Remove a skylight & install new venting skylightInstall new aluminum seamless gutters & downspouts,11/8/17 13:51,5/8/18 0:00,142720.0
353580,1700536000.0,Other,Delivery &; installation of a wood insert fireplace per manufactures specifacations. This includes assembly of the unit itself  placement into the firebox orifice  performing a chimney sweep service  running the new lining system through the chimney &; attaching the flue adapter on the wood insert unit. We also install a new chimney flashing plate  connect to the new liner  &; install a new high wind termination cap.,1/17/18 8:29,7/17/18 0:00,118373.0
353618,2000623000.0,Solar Panels,To wire and install 8 kW solar pv system on the roof,11/6/17 11:27,5/6/18 0:00,19292.0
353648,1805218000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216656  8.5.KW 33 Panels,11/13/17 11:10,5/13/18 0:00,13224.0
353676,304540000.0,Other,"Erect IN STREET(Summer at DTX): prefabricated stage 24'W X 24'D'x 4' high for performance on 24 Nov 2017 for MACY'S Xmas Tree Lighting capacity 25 remove same day also Press platform 8'x16' prefab cap 20 media. and tent for talent ""green room""  16'x16'  cap 17",11/3/17 9:02,5/3/18 0:00,131977.0
353728,2003272000.0,Solar Panels,"Install 4.64kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 16 total panels.",11/7/17 10:31,5/7/18 0:00,111414.0
353800,1405196660.0,Solar Panels,Install roof mounted solar system 15 panels 4.35kW,11/13/17 12:31,5/13/18 0:00,155016.0
353832,1804353000.0,Solar Panels,18 panel roof mounted solar array with disconnects  soladeck  solar edge inverter and tie into existingservice. 5.670 kw system,12/18/17 14:34,6/18/18 0:00,116735.0
353835,1701734000.0,Solar Panels,install a 7.84 kW DC solar electric system consisting of 28 solar panels onto existing roof structure.,11/13/17 15:05,5/13/18 0:00,97170.0
353836,1701733000.0,Solar Panels,install a 7.28 kW DC solar electric system consisting of 26 solar panels onto existing roof structure.,11/13/17 14:56,5/13/18 0:00,97169.0
353838,2005226000.0,Solar Panels,install a 5.48 kW DC solar electric system consisting of 15 solar panels onto existing roof structure.,11/13/17 14:57,5/13/18 0:00,42293.0
353950,1900328000.0,Roofing,strip and re-roof right side main roof section between dormers.  strip siding on dormers and install new clapboard siding.  install new skylight on right side main roof.,11/22/17 12:18,5/22/18 0:00,104962.0
353974,1807832000.0,Solar Panels,Installations of a safe and code compliant  grid tied  PV solar system on a residential rooftop.,11/14/17 11:04,5/14/18 0:00,134700.0
354010,1301151000.0,Roofing,Strip roof. Install ice and water shield and synthetic under layment. Install architect type roofing shingles. Replace Vellux skylight.,11/8/17 11:00,5/8/18 0:00,88252.0
354014,1806217000.0,Solar Panels,Install roof mounted solar system 6.67kW 23 panels,11/13/17 12:31,5/13/18 0:00,25518.0
354017,1801757000.0,Solar Panels,Install roof mounted solar pv array - 17 panels / 4.675 kW,11/8/17 14:34,5/8/18 0:00,117563.0
354150,2004181000.0,Roofing,Strip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes.,11/14/17 13:10,5/14/18 0:00,32730.0
354151,2006336000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216661  4.8 KW 15 Panels,11/13/17 11:10,5/13/18 0:00,150234.0
354152,1812625001.0,Other,replacing current windows in the properties with new energy efficient vinyl windows,11/14/17 14:39,5/14/18 0:00,103908.0
354153,1805538000.0,Roofing,Strip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes,11/14/17 13:10,5/14/18 0:00,72763.0
354154,2004075000.0,Roofing,Stip and reroof entire house installing certainteed asphalt shingles in accordance with state and local codes,11/14/17 13:10,5/14/18 0:00,16941.0
354256,1201799000.0,Solar Panels,Installation of 12.73 kW rooftop solar array: 38 LG 335 watt solar panels and SolarEdge inverter.,12/18/17 10:38,6/18/18 0:00,99384.0
354258,1200096000.0,Solar Panels,Installation of 3.015 kW rooftop solar array: 9 LG 335 watt solar panels and SolarEdge inverter.,12/18/17 10:45,6/18/18 0:00,97385.0
354293,1810557000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216604  8.1 KW 27 Panels,11/20/17 11:39,5/20/18 0:00,149968.0
354304,1904918000.0,Solar Panels,Install 16 panel (4.64kW) rooftop solar array,12/6/17 14:33,6/6/18 0:00,108484.0
354484,2004448000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216670  5.5 KW 14 Panels,11/20/17 11:39,5/20/18 0:00,114757.0
354495,1811472000.0,Solar Panels,install roof mounted solar system 12 panels 3.36kW,12/8/17 15:06,6/8/18 0:00,32133.0
354496,1810461040.0,Solar Panels,install roof mounted solar system 10.44kW 36 panels,12/8/17 15:05,6/8/18 0:00,132208.0
354517,1402423000.0,Solar Panels,Install solar electric panels on roof of existing house with any upgrades  when applicable  specified by Design; To be interconnected with home electrical system.  JB-0216671  3.6 KW 12 Panels,11/20/17 11:39,5/20/18 0:00,125902.0
354563,1401996000.0,Solar Panels,"Install 16.24kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 56 total panels.",11/22/17 14:48,5/22/18 0:00,156403.0
354571,104685000.0,Roofing,Strip entire roof  then install new rubber roof  replace existing skylight with new skylight  install flashing as needed; for unit 2,11/30/17 16:01,5/30/18 0:00,132496.0
354599,1400482000.0,Solar Panels,40 panel solar installation,11/22/17 13:37,5/22/18 0:00,22857.0
354628,,Solar Panels,"Install 7.83kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 27 total panels.",11/30/17 10:29,5/30/18 0:00,162213.0
354651,1701253000.0,Solar Panels,Install roof mounted solar system 14 panels 4.06kW,12/8/17 15:06,6/8/18 0:00,86546.0
354652,1812268046.0,Solar Panels,install roof mounted solar system 30 panels 8.7kW,12/8/17 15:05,6/8/18 0:00,84949.0
354691,2009922000.0,Roofing,Strip off roof on rear addition and tool shed only  install certainteed asphalt shingles in accordance with state and local codes.,11/27/17 13:29,5/27/18 0:00,81561.0
354693,1903860000.0,Roofing,remove shingles from elevated walk way roof only and install new asphalt shingles and strip off bay window and install epdm membrane roof in accordance with state and local codes,11/27/17 13:29,5/27/18 0:00,118964.0
354880,703517000.0,Other,erect steel for local pipefitters ERT727522 and FND#704584,11/30/17 15:26,5/30/18 0:00,54140.0
354938,1900258000.0,Excavation  Borings Test Pits,Two borings to be converted to monitoring wells for an environmental assessment.,12/4/17 9:24,6/4/18 0:00,117549.0
354963,202546000.0,Renovations -Interior  NSC,Bathroom remodelBedroom remodelReplace skylightsReplace drop ceilingsSheetrock + PlasterNo structural changes,5/24/11 8:58,11/24/11 0:00,88559.0
354970,1801743000.0,Solar Panels,Install roof mounted solar system 29 panels 8.41kW,12/11/17 13:50,6/11/18 0:00,118553.0
354971,1804221000.0,Solar Panels,install roof mounted solar system 16 panels 4.56kW,12/11/17 13:50,6/11/18 0:00,15651.0
354981,2200708000.0,Roofing,New roof; we are gooing to strip the firest three feet and install ice and water shield and roof according to all state and local building codes.,5/25/11 13:50,11/25/11 0:00,146518.0
355005,2007212000.0,Roofing,strip and reroof  4 season porch only install certainteed  asphalt shingles in accordance with state and local codes,12/5/17 11:09,6/5/18 0:00,89137.0
355052,1101201001.0,Demolition - Interior,DEMO TWO INTERIOR ( NON-LOAD BEARING WALL ) WALLS 20 FT X 30 FT 10 FEET HIGH . in existing Walgreen's General Business  Pharmacy (no Clinic) ALT385354354/2014.,12/6/17 12:23,6/6/18 0:00,3397.0
355071,1404607000.0,Solar Panels,"Install 16.82kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 58 total panels.",12/14/17 11:02,6/14/18 0:00,16177.0
355074,2008900005.0,Solar Panels,add 2 solar hot water panels,7/21/11 14:48,1/21/12 0:00,129589.0
355080,1601173000.0,Interior/Exterior Work,Replace  kitchen cabinets appliances and plumbing fixtures as needed in the units   re-tile  relocate non structural wall.repair porch  replace few wooden windows   skylights and few shingles.,12/6/17 13:35,6/6/18 0:00,149491.0
355100,1404951000.0,Solar Panels,install a 6.37 kW DC solar electrical system consisting of 19 solar panels onto existing roof structure.,12/12/17 9:42,6/12/18 0:00,65231.0
355112,,Solar Panels,Install a 9.57 kW electrical solar system on roof of house.,1/18/18 13:51,7/18/18 0:00,68157.0
355150,1102829000.0,Solar Panels,Install solar hot water collectors on roof for a domestic hot water system,12/7/17 14:16,6/7/18 0:00,118815.0
355151,801021070.0,Solar Panels,The constructor will be installing a 431.865 kWDC (336 kWAC) rooftop solar PV system. The solar array will be installed on the existing building and roof.,1/10/18 15:45,7/10/18 0:00,355197.0
355227,1812325076.0,Solar Panels,install roof mounted solar system 23 panels 6.555kW,12/11/17 13:50,6/11/18 0:00,84963.0
355228,1809493001.0,Solar Panels,To wire and install solar pv system on the roof.  No structural enhancements are necessary.,1/30/18 13:59,7/30/18 0:00,77226.0
355249,1901128000.0,Solar Panels,22 solar panel installation on the roof,12/13/17 12:20,6/13/18 0:00,66429.0
355280,2003270000.0,Solar Panels,"Install 6.09kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 21 total panels.",12/18/17 9:48,6/18/18 0:00,111410.0
355286,1502729000.0,Solar Panels,"Install 2.32kW solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 8 total panels.",12/18/17 9:50,6/18/18 0:00,142743.0
355329,1200050000.0,Solar Panels,install a 24.92 kW DC solar electric system consisting of 89 solar panels onto existing roof structure.,12/14/17 16:00,6/14/18 0:00,347142.0
355426,1805862120.0,Roofing,Strip and reroof entire house install certainteed asphalt shingles in accordance with state and local codes,12/18/17 9:11,6/18/18 0:00,8620.0
355489,1805253000.0,Solar Panels,Install roof mounted solar system 25 panels 7kW,12/19/17 15:15,6/19/18 0:00,13280.0
355544,100011000.0,Solar Panels,Install 4.90kW (14 panels) roof top solar array,1/23/18 13:12,7/23/18 0:00,85596.0
355549,503247000.0,Solar Panels,install a 8.4 kW DC solar electric system consisting 23 solar panels onto existing roof structure.,1/18/18 13:33,7/18/18 0:00,55600.0
355615,1800750000.0,Solar Panels,"Installation of a safe and code compliant  grid-tied PV solar system on an existing residential roof. 24 Panels / 7.2 kW. Install collar ties to existing rafters @ 40"" o.c.",1/5/18 11:58,7/5/18 0:00,125019.0
